,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
1553,1553,0.45937684178352356,2026-03-14 04:35:03.593998,2026-03-14 04:35:17.541879,0 days 00:00:13.947881,tanh,0.0,3,0.6,COMPLETE
1554,1554,0.49125760793685913,2026-03-14 04:35:17.724906,2026-03-14 04:35:31.953864,0 days 00:00:14.228958,tanh,0.0,3,0.6,COMPLETE
1555,1555,0.46568217873573303,2026-03-14 04:35:32.104984,2026-03-14 04:35:46.049985,0 days 00:00:13.945001,tanh,0.0,3,0.6,COMPLETE
1556,1556,0.474624365568161,2026-03-14 04:35:46.203106,2026-03-14 04:36:00.091496,0 days 00:00:13.888390,tanh,0.0,3,0.6,COMPLETE
1557,1557,0.6419606804847717,2026-03-14 04:36:00.245164,2026-03-14 04:36:14.218624,0 days 00:00:13.973460,sigmoid,0.0,3,0.55,COMPLETE
1558,1558,0.4759894013404846,2026-03-14 04:36:14.390659,2026-03-14 04:36:28.072984,0 days 00:00:13.682325,tanh,0.0,3,0.6,COMPLETE
1559,1559,0.5331647992134094,2026-03-14 04:36:28.253545,2026-03-14 04:36:42.404444,0 days 00:00:14.150899,tanh,0.05,3,0.6,COMPLETE
1560,1560,0.4531933069229126,2026-03-14 04:36:42.557955,2026-03-14 04:36:56.886175,0 days 00:00:14.328220,tanh,0.0,3,0.6,COMPLETE
1561,1561,0.4898053705692291,2026-03-14 04:36:57.069654,2026-03-14 04:37:11.119461,0 days 00:00:14.049807,tanh,0.0,3,0.75,COMPLETE
1562,1562,0.4933505654335022,2026-03-14 04:37:11.266567,2026-03-14 04:37:25.248727,0 days 00:00:13.982160,tanh,0.0,3,0.9,COMPLETE
1563,1563,0.5449894666671753,2026-03-14 04:37:25.401318,2026-03-14 04:37:39.293051,0 days 00:00:13.891733,tanh,0.0,3,0.6,COMPLETE
1564,1564,0.4439680576324463,2026-03-14 04:37:39.458026,2026-03-14 04:37:53.349064,0 days 00:00:13.891038,tanh,0.0,3,0.55,COMPLETE
1565,1565,0.4816647171974182,2026-03-14 04:37:53.526658,2026-03-14 04:38:07.715180,0 days 00:00:14.188522,tanh,0.05,3,0.6,COMPLETE
1566,1566,0.4680721163749695,2026-03-14 04:38:07.866329,2026-03-14 04:38:21.815272,0 days 00:00:13.948943,tanh,0.0,3,0.6,COMPLETE
1567,1567,0.45742690563201904,2026-03-14 04:38:21.967813,2026-03-14 04:38:35.808144,0 days 00:00:13.840331,tanh,0.0,3,0.8500000000000001,COMPLETE
1568,1568,0.4861123859882355,2026-03-14 04:38:35.961201,2026-03-14 04:38:50.197301,0 days 00:00:14.236100,tanh,0.15000000000000002,3,0.8,COMPLETE
1569,1569,0.45922815799713135,2026-03-14 04:38:50.353840,2026-03-14 04:39:04.329633,0 days 00:00:13.975793,tanh,0.0,3,0.6,COMPLETE
1570,1570,0.5084248781204224,2026-03-14 04:39:04.500886,2026-03-14 04:39:18.670114,0 days 00:00:14.169228,relu,0.0,3,0.7,COMPLETE
1571,1571,0.4126163125038147,2026-03-14 04:39:18.820923,2026-03-14 04:39:32.802138,0 days 00:00:13.981215,tanh,0.0,3,0.55,COMPLETE
1572,1572,0.4720636308193207,2026-03-14 04:39:32.950683,2026-03-14 04:39:46.690194,0 days 00:00:13.739511,tanh,0.0,2,0.55,COMPLETE
1573,1573,0.48867887258529663,2026-03-14 04:39:46.946996,2026-03-14 04:40:01.297260,0 days 00:00:14.350264,tanh,0.05,3,0.55,COMPLETE
1574,1574,0.4917176067829132,2026-03-14 04:40:01.461270,2026-03-14 04:40:15.363374,0 days 00:00:13.902104,tanh,0.0,3,0.55,COMPLETE
1575,1575,0.4877319931983948,2026-03-14 04:40:15.526779,2026-03-14 04:40:29.472899,0 days 00:00:13.946120,tanh,0.0,3,0.5,COMPLETE
1576,1576,0.4709164798259735,2026-03-14 04:40:29.654932,2026-03-14 04:40:43.557880,0 days 00:00:13.902948,tanh,0.0,3,0.55,COMPLETE
1577,1577,0.4456980526447296,2026-03-14 04:40:43.756921,2026-03-14 04:40:57.594457,0 days 00:00:13.837536,tanh,0.0,3,0.5,COMPLETE
1578,1578,0.465912401676178,2026-03-14 04:40:57.751484,2026-03-14 04:41:11.597906,0 days 00:00:13.846422,tanh,0.0,3,0.55,COMPLETE
1579,1579,0.4369884133338928,2026-03-14 04:41:11.740421,2026-03-14 04:41:25.684689,0 days 00:00:13.944268,tanh,0.05,3,0.55,COMPLETE
1580,1580,0.43370234966278076,2026-03-14 04:41:25.838750,2026-03-14 04:41:39.688437,0 days 00:00:13.849687,tanh,0.0,3,0.5,COMPLETE
1581,1581,0.6414474248886108,2026-03-14 04:41:39.834629,2026-03-14 04:41:53.605792,0 days 00:00:13.771163,sigmoid,0.0,3,0.55,COMPLETE
1582,1582,0.4596584439277649,2026-03-14 04:41:53.785861,2026-03-14 04:42:07.733546,0 days 00:00:13.947685,tanh,0.0,3,0.55,COMPLETE
1583,1583,0.4365282952785492,2026-03-14 04:42:07.883579,2026-03-14 04:42:21.845200,0 days 00:00:13.961621,tanh,0.0,3,0.55,COMPLETE
1584,1584,0.437796413898468,2026-03-14 04:42:21.993761,2026-03-14 04:42:35.845573,0 days 00:00:13.851812,tanh,0.0,3,0.5,COMPLETE
1585,1585,0.5516199469566345,2026-03-14 04:42:35.992121,2026-03-14 04:42:49.879774,0 days 00:00:13.887653,tanh,0.0,3,0.55,COMPLETE
1586,1586,0.45988091826438904,2026-03-14 04:42:50.032304,2026-03-14 04:43:03.986731,0 days 00:00:13.954427,tanh,0.0,3,0.5,COMPLETE
1587,1587,0.46102994680404663,2026-03-14 04:43:04.135769,2026-03-14 04:43:18.296361,0 days 00:00:14.160592,tanh,0.05,3,0.55,COMPLETE
1588,1588,0.4478735029697418,2026-03-14 04:43:18.449215,2026-03-14 04:43:32.380571,0 days 00:00:13.931356,tanh,0.0,3,0.6,COMPLETE
1589,1589,0.501538872718811,2026-03-14 04:43:32.534606,2026-03-14 04:43:46.399436,0 days 00:00:13.864830,tanh,0.0,3,0.55,COMPLETE
1590,1590,0.452501505613327,2026-03-14 04:43:46.541234,2026-03-14 04:44:00.402398,0 days 00:00:13.861164,tanh,0.0,3,0.6,COMPLETE
1591,1591,0.42610034346580505,2026-03-14 04:44:00.557458,2026-03-14 04:44:14.516763,0 days 00:00:13.959305,tanh,0.0,3,0.5,COMPLETE
1592,1592,0.5035070776939392,2026-03-14 04:44:14.666793,2026-03-14 04:44:28.531196,0 days 00:00:13.864403,tanh,0.0,3,0.6,COMPLETE
1593,1593,0.5046759843826294,2026-03-14 04:44:28.679235,2026-03-14 04:44:42.501024,0 days 00:00:13.821789,relu,0.0,3,0.6,COMPLETE
1594,1594,0.4768654406070709,2026-03-14 04:44:42.659548,2026-03-14 04:44:56.648105,0 days 00:00:13.988557,tanh,0.0,3,0.6,COMPLETE
1595,1595,0.4859457015991211,2026-03-14 04:44:56.840814,2026-03-14 04:45:11.077900,0 days 00:00:14.237086,tanh,0.05,3,0.6,COMPLETE
1596,1596,0.4319685101509094,2026-03-14 04:45:11.246520,2026-03-14 04:45:25.113793,0 days 00:00:13.867273,tanh,0.0,3,0.55,COMPLETE
1597,1597,0.449167400598526,2026-03-14 04:45:25.273270,2026-03-14 04:45:39.254319,0 days 00:00:13.981049,tanh,0.0,3,0.6,COMPLETE
1598,1598,0.47942298650741577,2026-03-14 04:45:39.411755,2026-03-14 04:45:53.259318,0 days 00:00:13.847563,tanh,0.0,3,0.55,COMPLETE
1599,1599,0.4559224843978882,2026-03-14 04:45:53.427346,2026-03-14 04:46:07.565530,0 days 00:00:14.138184,tanh,0.25,3,0.6,COMPLETE
1600,1600,0.45925289392471313,2026-03-14 04:46:07.713049,2026-03-14 04:46:21.698425,0 days 00:00:13.985376,tanh,0.0,2,0.8,COMPLETE
1601,1601,0.446327269077301,2026-03-14 04:46:21.858449,2026-03-14 04:46:35.778944,0 days 00:00:13.920495,tanh,0.0,3,0.75,COMPLETE
1602,1602,0.6430232524871826,2026-03-14 04:46:35.929992,2026-03-14 04:46:50.588345,0 days 00:00:14.658353,sigmoid,0.0,6,0.6,COMPLETE
1603,1603,0.4659770429134369,2026-03-14 04:46:50.738959,2026-03-14 04:47:04.751462,0 days 00:00:14.012503,tanh,0.0,3,0.5,COMPLETE
1604,1604,0.4356227517127991,2026-03-14 04:47:04.902007,2026-03-14 04:47:18.727958,0 days 00:00:13.825951,tanh,0.0,3,0.6,COMPLETE
1605,1605,0.4375397562980652,2026-03-14 04:47:18.874995,2026-03-14 04:47:33.275046,0 days 00:00:14.400051,tanh,0.05,3,0.55,COMPLETE
1606,1606,0.48426756262779236,2026-03-14 04:47:33.435568,2026-03-14 04:47:47.453426,0 days 00:00:14.017858,tanh,0.0,3,0.6,COMPLETE
1607,1607,0.4634064733982086,2026-03-14 04:47:47.609953,2026-03-14 04:48:01.541223,0 days 00:00:13.931270,tanh,0.0,3,0.6,COMPLETE
1608,1608,0.4332105815410614,2026-03-14 04:48:01.699262,2026-03-14 04:48:15.605871,0 days 00:00:13.906609,tanh,0.0,3,0.75,COMPLETE
1609,1609,0.4432756006717682,2026-03-14 04:48:15.767377,2026-03-14 04:48:29.908207,0 days 00:00:14.140830,tanh,0.0,3,0.6,COMPLETE
1610,1610,0.47900649905204773,2026-03-14 04:48:30.064723,2026-03-14 04:48:43.871944,0 days 00:00:13.807221,tanh,0.0,3,0.6,COMPLETE
1611,1611,0.43256136775016785,2026-03-14 04:48:44.039979,2026-03-14 04:48:57.828223,0 days 00:00:13.788244,tanh,0.05,3,0.5,COMPLETE
1612,1612,0.48358020186424255,2026-03-14 04:48:57.997763,2026-03-14 04:49:11.932859,0 days 00:00:13.935096,tanh,0.0,3,1.0,COMPLETE
1613,1613,0.5007354021072388,2026-03-14 04:49:12.091411,2026-03-14 04:49:26.044769,0 days 00:00:13.953358,tanh,0.0,3,0.7,COMPLETE
1614,1614,0.4227411150932312,2026-03-14 04:49:26.215882,2026-03-14 04:49:40.263407,0 days 00:00:14.047525,tanh,0.0,3,0.6,COMPLETE
1615,1615,0.4864477813243866,2026-03-14 04:49:40.417933,2026-03-14 04:49:54.207205,0 days 00:00:13.789272,relu,0.0,3,0.55,COMPLETE
1616,1616,0.45941630005836487,2026-03-14 04:49:54.379231,2026-03-14 04:50:08.868627,0 days 00:00:14.489396,tanh,0.05,3,0.6,COMPLETE
1617,1617,0.43386998772621155,2026-03-14 04:50:09.021141,2026-03-14 04:50:23.238318,0 days 00:00:14.217177,tanh,0.0,3,0.55,COMPLETE
1618,1618,0.4644797742366791,2026-03-14 04:50:23.392349,2026-03-14 04:50:37.350030,0 days 00:00:13.957681,tanh,0.0,3,0.6,COMPLETE
1619,1619,0.4680359661579132,2026-03-14 04:50:37.508053,2026-03-14 04:50:51.394156,0 days 00:00:13.886103,tanh,0.0,3,0.7,COMPLETE
1620,1620,0.44435644149780273,2026-03-14 04:50:51.549678,2026-03-14 04:51:05.605921,0 days 00:00:14.056243,tanh,0.0,3,0.6,COMPLETE
1621,1621,0.5064846873283386,2026-03-14 04:51:05.758454,2026-03-14 04:51:19.815068,0 days 00:00:14.056614,tanh,0.0,2,0.7,COMPLETE
1622,1622,0.48733705282211304,2026-03-14 04:51:19.968586,2026-03-14 04:51:34.316336,0 days 00:00:14.347750,tanh,0.05,3,0.6,COMPLETE
1623,1623,0.641404926776886,2026-03-14 04:51:34.469852,2026-03-14 04:51:48.347581,0 days 00:00:13.877729,sigmoid,0.0,3,0.6,COMPLETE
1624,1624,0.4121026396751404,2026-03-14 04:51:48.516261,2026-03-14 04:52:02.527624,0 days 00:00:14.011363,tanh,0.0,3,0.55,COMPLETE
1625,1625,0.4332160949707031,2026-03-14 04:52:02.681140,2026-03-14 04:52:16.310298,0 days 00:00:13.629158,tanh,0.0,3,0.55,COMPLETE
1626,1626,0.40599948167800903,2026-03-14 04:52:16.468810,2026-03-14 04:52:30.220139,0 days 00:00:13.751329,tanh,0.0,3,0.55,COMPLETE
1627,1627,0.4700123369693756,2026-03-14 04:52:30.372306,2026-03-14 04:52:44.225567,0 days 00:00:13.853261,tanh,0.0,3,0.55,COMPLETE
1628,1628,0.47784799337387085,2026-03-14 04:52:44.400080,2026-03-14 04:52:58.487546,0 days 00:00:14.087466,tanh,0.0,3,0.55,COMPLETE
1629,1629,0.4642963707447052,2026-03-14 04:52:58.648582,2026-03-14 04:53:12.623263,0 days 00:00:13.974681,tanh,0.0,3,0.55,COMPLETE
1630,1630,0.4462784230709076,2026-03-14 04:53:12.780957,2026-03-14 04:53:26.585689,0 days 00:00:13.804732,tanh,0.0,3,0.55,COMPLETE
1631,1631,0.4370676875114441,2026-03-14 04:53:26.751722,2026-03-14 04:53:40.828164,0 days 00:00:14.076442,tanh,0.0,4,0.55,COMPLETE
1632,1632,0.4380631744861603,2026-03-14 04:53:40.970192,2026-03-14 04:53:54.883206,0 days 00:00:13.913014,tanh,0.0,3,0.55,COMPLETE
1633,1633,0.44436025619506836,2026-03-14 04:53:55.038718,2026-03-14 04:54:08.927819,0 days 00:00:13.889101,tanh,0.0,3,0.55,COMPLETE
1634,1634,0.46568068861961365,2026-03-14 04:54:09.080855,2026-03-14 04:54:23.182894,0 days 00:00:14.102039,tanh,0.0,3,0.55,COMPLETE
1635,1635,0.6429292559623718,2026-03-14 04:54:23.334413,2026-03-14 04:54:38.029389,0 days 00:00:14.694976,tanh,0.0,8,0.55,COMPLETE
1636,1636,0.4434880018234253,2026-03-14 04:54:38.180574,2026-03-14 04:54:52.173039,0 days 00:00:13.992465,tanh,0.0,3,0.55,COMPLETE
1637,1637,0.4336821138858795,2026-03-14 04:54:52.320591,2026-03-14 04:55:06.260042,0 days 00:00:13.939451,tanh,0.0,3,0.55,COMPLETE
1638,1638,0.509825587272644,2026-03-14 04:55:06.594192,2026-03-14 04:55:20.469123,0 days 00:00:13.874931,relu,0.0,3,0.55,COMPLETE
1639,1639,0.47895482182502747,2026-03-14 04:55:20.618203,2026-03-14 04:55:34.627744,0 days 00:00:14.009541,tanh,0.0,3,0.55,COMPLETE
1640,1640,0.436874657869339,2026-03-14 04:55:34.798296,2026-03-14 04:55:48.685793,0 days 00:00:13.887497,tanh,0.0,3,0.5,COMPLETE
1641,1641,0.6432256102561951,2026-03-14 04:55:48.838470,2026-03-14 04:56:03.132907,0 days 00:00:14.294437,tanh,0.0,6,0.55,COMPLETE
1642,1642,0.43137216567993164,2026-03-14 04:56:03.287997,2026-03-14 04:56:17.207315,0 days 00:00:13.919318,tanh,0.0,3,0.5,COMPLETE
1643,1643,0.4636398255825043,2026-03-14 04:56:17.366861,2026-03-14 04:56:31.107856,0 days 00:00:13.740995,tanh,0.0,3,0.55,COMPLETE
1644,1644,0.4741334915161133,2026-03-14 04:56:31.264501,2026-03-14 04:56:45.059507,0 days 00:00:13.795006,tanh,0.0,3,0.55,COMPLETE
1645,1645,0.41891515254974365,2026-03-14 04:56:45.228067,2026-03-14 04:56:59.148196,0 days 00:00:13.920129,tanh,0.0,3,0.55,COMPLETE
1646,1646,0.44909748435020447,2026-03-14 04:56:59.292805,2026-03-14 04:57:13.163685,0 days 00:00:13.870880,tanh,0.0,3,0.5,COMPLETE
1647,1647,0.6452596783638,2026-03-14 04:57:13.318254,2026-03-14 04:57:27.258548,0 days 00:00:13.940294,sigmoid,0.0,3,0.55,COMPLETE
1648,1648,0.4825232923030853,2026-03-14 04:57:27.412144,2026-03-14 04:57:41.450912,0 days 00:00:14.038768,tanh,0.0,3,0.55,COMPLETE
1649,1649,0.4266456663608551,2026-03-14 04:57:41.616938,2026-03-14 04:57:55.666774,0 days 00:00:14.049836,tanh,0.0,4,0.5,COMPLETE
1650,1650,0.4755050241947174,2026-03-14 04:57:55.837699,2026-03-14 04:58:09.847897,0 days 00:00:14.010198,tanh,0.0,3,0.55,COMPLETE
1651,1651,0.4599676728248596,2026-03-14 04:58:10.020928,2026-03-14 04:58:23.892889,0 days 00:00:13.871961,tanh,0.0,2,0.7,COMPLETE
1652,1652,0.45206719636917114,2026-03-14 04:58:24.038151,2026-03-14 04:58:37.915988,0 days 00:00:13.877837,tanh,0.0,3,0.55,COMPLETE
1653,1653,0.4020199179649353,2026-03-14 04:58:38.112097,2026-03-14 04:58:52.219163,0 days 00:00:14.107066,tanh,0.0,3,0.5,COMPLETE
1654,1654,0.5108739137649536,2026-03-14 04:58:52.375205,2026-03-14 04:59:06.289882,0 days 00:00:13.914677,tanh,0.0,3,0.5,COMPLETE
1655,1655,0.4119611382484436,2026-03-14 04:59:06.436399,2026-03-14 04:59:20.367469,0 days 00:00:13.931070,tanh,0.0,3,0.5,COMPLETE
1656,1656,0.46516478061676025,2026-03-14 04:59:20.516982,2026-03-14 04:59:34.512249,0 days 00:00:13.995267,tanh,0.0,3,0.55,COMPLETE
1657,1657,0.42814120650291443,2026-03-14 04:59:34.673280,2026-03-14 04:59:48.534555,0 days 00:00:13.861275,tanh,0.0,3,0.5,COMPLETE
1658,1658,0.4435443580150604,2026-03-14 04:59:48.681582,2026-03-14 05:00:02.640106,0 days 00:00:13.958524,tanh,0.0,3,0.5,COMPLETE
1659,1659,0.42914751172065735,2026-03-14 05:00:02.806133,2026-03-14 05:00:16.754604,0 days 00:00:13.948471,tanh,0.0,3,0.5,COMPLETE
1660,1660,0.5122825503349304,2026-03-14 05:00:16.905653,2026-03-14 05:00:30.881055,0 days 00:00:13.975402,relu,0.0,3,0.5,COMPLETE
1661,1661,0.43967995047569275,2026-03-14 05:00:31.039083,2026-03-14 05:00:44.754623,0 days 00:00:13.715540,tanh,0.0,3,0.75,COMPLETE
1662,1662,0.4443517029285431,2026-03-14 05:00:44.924510,2026-03-14 05:00:59.219444,0 days 00:00:14.294934,tanh,0.0,3,0.5,COMPLETE
1663,1663,0.46045729517936707,2026-03-14 05:00:59.370959,2026-03-14 05:01:13.096086,0 days 00:00:13.725127,tanh,0.0,3,0.5,COMPLETE
1664,1664,0.42388367652893066,2026-03-14 05:01:13.246196,2026-03-14 05:01:27.174097,0 days 00:00:13.927901,tanh,0.0,3,0.5,COMPLETE
1665,1665,0.4619634747505188,2026-03-14 05:01:27.322613,2026-03-14 05:01:41.085544,0 days 00:00:13.762931,tanh,0.0,3,0.5,COMPLETE
1666,1666,0.46956396102905273,2026-03-14 05:01:41.369164,2026-03-14 05:01:55.268119,0 days 00:00:13.898955,tanh,0.0,3,0.5,COMPLETE
1667,1667,0.42030584812164307,2026-03-14 05:01:55.403631,2026-03-14 05:02:09.075463,0 days 00:00:13.671832,tanh,0.0,3,0.5,COMPLETE
1668,1668,0.46317213773727417,2026-03-14 05:02:09.225059,2026-03-14 05:02:22.946792,0 days 00:00:13.721733,tanh,0.0,3,0.5,COMPLETE
1669,1669,0.43350088596343994,2026-03-14 05:02:23.102419,2026-03-14 05:02:37.039085,0 days 00:00:13.936666,tanh,0.0,3,0.5,COMPLETE
1670,1670,0.47306764125823975,2026-03-14 05:02:37.193622,2026-03-14 05:02:51.027162,0 days 00:00:13.833540,tanh,0.0,3,0.5,COMPLETE
1671,1671,0.6316845417022705,2026-03-14 05:02:51.206495,2026-03-14 05:03:05.678079,0 days 00:00:14.471584,tanh,0.0,7,0.5,COMPLETE
1672,1672,0.6424546837806702,2026-03-14 05:03:05.824597,2026-03-14 05:03:19.675849,0 days 00:00:13.851252,sigmoid,0.0,3,0.5,COMPLETE
1673,1673,0.4634843170642853,2026-03-14 05:03:20.027234,2026-03-14 05:03:33.880821,0 days 00:00:13.853587,tanh,0.0,3,0.5,COMPLETE
1674,1674,0.4504219889640808,2026-03-14 05:03:34.023318,2026-03-14 05:03:47.800896,0 days 00:00:13.777578,tanh,0.0,3,0.5,COMPLETE
1675,1675,0.4282190203666687,2026-03-14 05:03:47.945415,2026-03-14 05:04:02.084198,0 days 00:00:14.138783,tanh,0.0,4,0.5,COMPLETE
1676,1676,0.4705007076263428,2026-03-14 05:04:02.232380,2026-03-14 05:04:16.118739,0 days 00:00:13.886359,tanh,0.0,3,0.5,COMPLETE
1677,1677,0.4773600399494171,2026-03-14 05:04:16.265524,2026-03-14 05:04:29.838190,0 days 00:00:13.572666,tanh,0.0,3,0.5,COMPLETE
1678,1678,0.4938238561153412,2026-03-14 05:04:29.999646,2026-03-14 05:04:43.937456,0 days 00:00:13.937810,tanh,0.0,3,0.5,COMPLETE
1679,1679,0.4842521548271179,2026-03-14 05:04:44.078050,2026-03-14 05:04:57.990757,0 days 00:00:13.912707,tanh,0.0,3,0.5,COMPLETE
1680,1680,0.47097575664520264,2026-03-14 05:04:58.338423,2026-03-14 05:05:12.242895,0 days 00:00:13.904472,tanh,0.35000000000000003,2,0.5,COMPLETE
1681,1681,0.44002392888069153,2026-03-14 05:05:12.397924,2026-03-14 05:05:26.214236,0 days 00:00:13.816312,tanh,0.0,3,0.5,COMPLETE
1682,1682,0.5875680446624756,2026-03-14 05:05:26.355793,2026-03-14 05:05:40.408716,0 days 00:00:14.052923,relu,0.5,3,0.5,COMPLETE
1683,1683,0.4789379835128784,2026-03-14 05:05:40.553268,2026-03-14 05:05:54.762101,0 days 00:00:14.208833,tanh,0.0,3,0.5,COMPLETE
1684,1684,0.4325067400932312,2026-03-14 05:05:54.906996,2026-03-14 05:06:08.743127,0 days 00:00:13.836131,tanh,0.0,3,0.5,COMPLETE
1685,1685,0.45980018377304077,2026-03-14 05:06:08.885648,2026-03-14 05:06:22.704529,0 days 00:00:13.818881,tanh,0.0,3,0.5,COMPLETE
1686,1686,0.4664627015590668,2026-03-14 05:06:22.853064,2026-03-14 05:06:36.850243,0 days 00:00:13.997179,tanh,0.0,3,0.5,COMPLETE
1687,1687,0.49747538566589355,2026-03-14 05:06:36.996257,2026-03-14 05:06:50.805697,0 days 00:00:13.809440,tanh,0.0,3,0.5,COMPLETE
1688,1688,0.48472923040390015,2026-03-14 05:06:50.952721,2026-03-14 05:07:05.113706,0 days 00:00:14.160985,tanh,0.0,3,0.5,COMPLETE
1689,1689,0.45684194564819336,2026-03-14 05:07:05.264836,2026-03-14 05:07:19.328654,0 days 00:00:14.063818,tanh,0.30000000000000004,3,0.5,COMPLETE
1690,1690,0.42976611852645874,2026-03-14 05:07:19.474167,2026-03-14 05:07:33.583584,0 days 00:00:14.109417,tanh,0.0,3,0.5,COMPLETE
1691,1691,0.5161382555961609,2026-03-14 05:07:33.740613,2026-03-14 05:07:47.676981,0 days 00:00:13.936368,tanh,0.0,3,0.5,COMPLETE
1692,1692,0.6456169486045837,2026-03-14 05:07:47.815326,2026-03-14 05:08:01.566490,0 days 00:00:13.751164,sigmoid,0.0,3,0.5,COMPLETE
1693,1693,0.47934064269065857,2026-03-14 05:08:01.715661,2026-03-14 05:08:15.489162,0 days 00:00:13.773501,tanh,0.0,3,0.5,COMPLETE
1694,1694,0.4567817151546478,2026-03-14 05:08:15.627672,2026-03-14 05:08:29.536115,0 days 00:00:13.908443,tanh,0.0,3,0.5,COMPLETE
1695,1695,0.47313860058784485,2026-03-14 05:08:29.685472,2026-03-14 05:08:43.496807,0 days 00:00:13.811335,tanh,0.0,3,0.5,COMPLETE
1696,1696,0.4779767692089081,2026-03-14 05:08:43.641356,2026-03-14 05:08:57.549045,0 days 00:00:13.907689,tanh,0.0,3,0.5,COMPLETE
1697,1697,0.45879897475242615,2026-03-14 05:08:57.696068,2026-03-14 05:09:11.664458,0 days 00:00:13.968390,tanh,0.0,3,0.5,COMPLETE
1698,1698,0.4725123345851898,2026-03-14 05:09:11.804486,2026-03-14 05:09:25.829895,0 days 00:00:14.025409,tanh,0.05,3,0.5,COMPLETE
1699,1699,0.43056976795196533,2026-03-14 05:09:25.981413,2026-03-14 05:09:39.855401,0 days 00:00:13.873988,tanh,0.0,3,0.5,COMPLETE
1700,1700,0.45476362109184265,2026-03-14 05:09:40.000937,2026-03-14 05:09:53.820603,0 days 00:00:13.819666,tanh,0.0,3,0.5,COMPLETE
1701,1701,0.41075196862220764,2026-03-14 05:09:53.956116,2026-03-14 05:10:07.791247,0 days 00:00:13.835131,tanh,0.0,3,0.5,COMPLETE
1702,1702,0.4667738974094391,2026-03-14 05:10:07.940369,2026-03-14 05:10:21.917444,0 days 00:00:13.977075,tanh,0.0,3,0.5,COMPLETE
1703,1703,0.48887190222740173,2026-03-14 05:10:22.053478,2026-03-14 05:10:35.885183,0 days 00:00:13.831705,tanh,0.0,3,0.5,COMPLETE
1704,1704,0.48385822772979736,2026-03-14 05:10:36.022048,2026-03-14 05:10:50.064902,0 days 00:00:14.042854,relu,0.0,3,0.5,COMPLETE
1705,1705,0.42050856351852417,2026-03-14 05:10:50.198520,2026-03-14 05:11:04.175722,0 days 00:00:13.977202,tanh,0.0,3,0.5,COMPLETE
1706,1706,0.46840357780456543,2026-03-14 05:11:04.311232,2026-03-14 05:11:18.099406,0 days 00:00:13.788174,tanh,0.0,3,0.5,COMPLETE
1707,1707,0.4859631359577179,2026-03-14 05:11:18.244048,2026-03-14 05:11:32.458063,0 days 00:00:14.214015,tanh,0.05,3,0.5,COMPLETE
1708,1708,0.50664883852005,2026-03-14 05:11:32.598620,2026-03-14 05:11:46.713301,0 days 00:00:14.114681,tanh,0.2,2,0.5,COMPLETE
1709,1709,0.4343504011631012,2026-03-14 05:11:46.856821,2026-03-14 05:12:00.666419,0 days 00:00:13.809598,tanh,0.0,4,0.5,COMPLETE
1710,1710,0.48260754346847534,2026-03-14 05:12:00.807970,2026-03-14 05:12:14.456813,0 days 00:00:13.648843,tanh,0.0,3,0.5,COMPLETE
1711,1711,0.45422089099884033,2026-03-14 05:12:14.600585,2026-03-14 05:12:28.864559,0 days 00:00:14.263974,tanh,0.05,3,0.5,COMPLETE
1712,1712,0.4466628432273865,2026-03-14 05:12:29.022169,2026-03-14 05:12:42.587233,0 days 00:00:13.565064,tanh,0.0,3,0.5,COMPLETE
1713,1713,0.642026424407959,2026-03-14 05:12:42.734772,2026-03-14 05:12:56.570330,0 days 00:00:13.835558,sigmoid,0.0,3,0.5,COMPLETE
1714,1714,0.4410930275917053,2026-03-14 05:12:56.722357,2026-03-14 05:13:10.706466,0 days 00:00:13.984109,tanh,0.0,3,0.5,COMPLETE
1715,1715,0.4891160726547241,2026-03-14 05:13:10.845009,2026-03-14 05:13:24.758448,0 days 00:00:13.913439,tanh,0.0,3,0.5,COMPLETE
1716,1716,0.4456431269645691,2026-03-14 05:13:24.897978,2026-03-14 05:13:38.768599,0 days 00:00:13.870621,tanh,0.0,3,0.5,COMPLETE
1717,1717,0.46560245752334595,2026-03-14 05:13:38.927130,2026-03-14 05:13:52.681994,0 days 00:00:13.754864,tanh,0.0,3,0.5,COMPLETE
1718,1718,0.4436400532722473,2026-03-14 05:13:52.829960,2026-03-14 05:14:06.937549,0 days 00:00:14.107589,tanh,0.0,3,0.5,COMPLETE
1719,1719,0.6497848033905029,2026-03-14 05:14:07.079250,2026-03-14 05:14:21.855396,0 days 00:00:14.776146,tanh,0.05,6,0.5,COMPLETE
1720,1720,0.4465789794921875,2026-03-14 05:14:21.994922,2026-03-14 05:14:35.902181,0 days 00:00:13.907259,tanh,0.0,3,0.5,COMPLETE
1721,1721,0.4969576299190521,2026-03-14 05:14:36.047702,2026-03-14 05:14:50.308888,0 days 00:00:14.261186,tanh,0.15000000000000002,3,0.5,COMPLETE
1722,1722,0.5198080539703369,2026-03-14 05:14:50.452403,2026-03-14 05:15:04.311753,0 days 00:00:13.859350,tanh,0.0,3,0.5,COMPLETE
1723,1723,0.4182312488555908,2026-03-14 05:15:04.528780,2026-03-14 05:15:18.202762,0 days 00:00:13.673982,tanh,0.0,3,0.5,COMPLETE
1724,1724,0.48146525025367737,2026-03-14 05:15:18.341329,2026-03-14 05:15:32.349549,0 days 00:00:14.008220,tanh,0.0,3,0.5,COMPLETE
